label,Pleiades place,Name,Transliteration,Language,source citation,source link,source citation 2,source link 2,source citation 3,source link 3,date attested,creators,details
"Alicudi, isl.",462199,جزيرة ركونية,Giazira Rikuniya,ar,"Book of Curiosities (Bodleian), Map of the Mediterranean",http://cosmos.bodley.ox.ac.uk/hms/home.php,,,,,Mediaeval/Byzantine,vvitale,
"Alicudi, isl.",462199,اركوذة,Arkudha,ar,"Rapoport and Savage-Smith 2014 (Google Books), 453",https://books.google.co.uk/books?id=ERJMAgAAQBAJ&lpg=PA453&dq=%D8%A7%D8%B1%D9%83%D9%88%D8%B0%D8%A9&pg=PA453#v=onepage&q&f=false,,,,,Mediaeval/Byzantine,vvitale,
"Alicudi, isl.",462199,انكوذه,Ankudah,ar,"Rapoport and Savage-Smith 2014 (Google Books), 453",https://books.google.co.uk/books?id=ERJMAgAAQBAJ&lpg=PA453&dq=%D8%A7%D8%B1%D9%83%D9%88%D8%B0%D8%A9&pg=PA453#v=onepage&q&f=false,,,,,Mediaeval/Byzantine,vvitale,
Catane,462270,قطانية,Qataniya,ar,Carte comparée de la Sicile du XIIe siècle ,http://gallica.bnf.fr/ark:/12148/btv1b530294081,,,,,"Mediaeval/Byzantine, modern",vvitale,
Catane,462270,كتانية,Kataniya,ar,"Atlas dul al-alam al-kabir (Archive.org), 422",https://archive.org/stream/adakm/atlasda#page/n422/mode/1up,,,,,modern,vvitale,
Lentini,462279,لنتنى,Lintina,ar,al-Idrisi (Bibliothèque Nationale de France),http://gallica.bnf.fr/ark:/12148/btv1b52000446t/f415,Carte comparée de la Sicile du XIIe siècle ,http://gallica.bnf.fr/ark:/12148/btv1b530294081,,,"Mediaeval/Byzantine, modern",vvitale,
Modica,462378,موذقة,Mudhiqa,ar,Carte comparée de la Sicile du XIIe siècle ,http://gallica.bnf.fr/ark:/12148/btv1b530294081,,,,,"Mediaeval/Byzantine, modern",vvitale,
Modica,462378,موديكا,Mudika,ar,"Atlas dul al-alam al-kabir (Archive.org), 422",https://archive.org/stream/adakm/atlasda#page/n422/mode/1up,,,,,modern,vvitale,
"Sicilia, ins.",462492,صقلية,Siqiliya,ar,"The Muqaddimah, Second Prefactory Discussion",http://www.muslimphilosophy.com/ik/Muqaddimah/Chapter1/Ch_1_02.htm,,,,,Mediaeval/Byzantine,vvitale,
"Sicilia, ins.",462492,جزيرة صقلية,Giazira Siqiliya,ar,al-Idrisi (Bibliothèque Nationale de France),http://gallica.bnf.fr/ark:/12148/btv1b52000446t/f415,,,,,Mediaeval/Byzantine,vvitale,Literal translation: Island Siqiliya
"Sicilia, ins.",462492,Ṣiḳilliya,,ar-Latn,"Brill Encyclopedia of Islam, Ṣiḳilliya",http://dx.doi.org/10.1163/1573-3912_islam_COM_1075,,,,,modern,vvitale,
Siracusa,462503,سرقوسة,Siraqusa,ar,Carte comparée de la Sicile du XIIe siècle ,http://gallica.bnf.fr/ark:/12148/btv1b530294081,al-Idrisi (Bibliothèque Nationale de France),http://gallica.bnf.fr/ark:/12148/btv1b52000446t/f415,,,"Mediaeval/Byzantine, modern",vvitale,"In the Tabula Rogeriana, the letter ق is actually written without the two identificative dots."
Siracusa,462503,Siraḳūsa,,ar-Latn,"Brill Encyclopedia of Islam, Siraḳūsa",http://dx.doi.org/10.1163/1573-3912_islam_SIM_2084,,,,,modern,vvitale,
"Sardinia, ins.",472014,سردانية,Sardaniya,ar,"The Muqaddimah, Second Prefactory Discussion",http://www.muslimphilosophy.com/ik/Muqaddimah/Chapter1/Ch_1_02.htm,,,,,Mediaeval/Byzantine,vvitale,
"Sardinia, ins.",472014,جزيرة سردانية,Giazira Sardaniya,ar,al-Idrisi (Bibliothèque Nationale de France),http://gallica.bnf.fr/ark:/12148/btv1b52000446t/f414,,,,,Mediaeval/Byzantine,vvitale,Literal translation: Island Sardaniya
"Sardinia, ins.",472014,Sardāniya,,ar-Latn,"Brill Encyclopedia of Islam, Sardāniya",http://dx.doi.org/10.1163/1573-3912_islam_COM_1005,,,,,modern,vvitale,
"Corsica, ins.",472063,قرشقة,Qurshiqa,ar,"Book of the Description of the Earth, (Istanbul, Topakapi Sarayi, ms. 6527)",,,,,,Mediaeval/Byzantine,vvitale,
Edessa,491585,الرها,Ar-Raha,ar,"The Muqaddimah, Second Prefactory Discussion",http://www.muslimphilosophy.com/ik/Muqaddimah/Chapter1/Ch_1_02.htm,,,,,,vvitale,
Nicomedia,511337,نقمودية,Niqumudiya,ar,"Ibn Hauqal, Book of the Description of the Earth, (Istanbul, Topakapi Sarayi, ms. 6527)",,"Configuration de la Terre 1964, 188",http://www.worldcat.org/title/configuration-de-la-terre-kitab-surat-al-ard/oclc/3332947,,,Mediaeval/Byzantine,vvitale,
Bursa,511384,بورصة,Bursa,ar,"The Muqaddimah, Second Prefactory Discussion",http://www.muslimphilosophy.com/ik/Muqaddimah/Chapter1/Ch_1_02.htm,"Wikipedia (Arabic), بورصة",https://ar.wikipedia.org/wiki/%D8%A8%D9%88%D8%B1%D8%B5%D8%A9_(%D9%85%D8%AF%D9%8A%D9%86%D8%A9),,,"Mediaeval/Byzantine, Modern",vvitale,
Bursa,511384,Burusa,,tr,"Encyclopedia of Islam, Bursa",http://dx.doi.org/10.1163/1573-3912_islam_SIM_1552,,,,,Modern,vvitale,
Costantinopolis,520998,القسطنطينية,al-Qustantiniya,ar,"The Muqaddimah, Second Prefactory Discussion",http://www.muslimphilosophy.com/ik/Muqaddimah/Chapter1/Ch_1_02.htm,"Atlas dul al-alam al-kabir (Archive.org), 388",https://archive.org/stream/adakm/atlasda#page/n388/mode/1up,,,"modern, Mediaeval/Byzantine",vvitale,
Costantinopolis,520998,اسطنبول,Istanbul,ar,"Atlas dul al-alam al-kabir (Archive.org), 388",https://archive.org/stream/adakm/atlasda#page/n388/mode/1up,,,,,modern,vvitale,
Costantinopolis,520998,قسطنطينية,Qustantiniya,ar,"Book of Curiosities, Book 2 Chapter 10. Map of the Mediterranean",,,,,,Mediaeval/Byzantine,vvitale,"The use of the word ""Rum"" to designate someone or something coming from Costantinopolis, is often attested in the Muqaddimah as well"
Costantinopolis,520998,Rūmiyya al- kubrā,,ar-Latn,"Encyclopedia of Islam, Istanbul",http://referenceworks.brillonline.com/entries/encyclopaedia-of-islam-2/istanbul-COM_0393?s.num=166&s.start=160,,,,,Mediaeval/Byzantine,vvitale,
Costantinopolis,520998,Būlin,,ar-Latn,"Encyclopedia of Islam, Istanbul",http://referenceworks.brillonline.com/entries/encyclopaedia-of-islam-2/istanbul-COM_0393?s.num=166&s.start=160,,,,,Mediaeval/Byzantine,vvitale,
Costantinopolis,520998,Stanbūlin,,ar-Latn,"Encyclopedia of Islam, Istanbul",http://referenceworks.brillonline.com/entries/encyclopaedia-of-islam-2/istanbul-COM_0393?s.num=166&s.start=160,,,,,Mediaeval/Byzantine,vvitale,
"Creta, ins.",589748,أقريطش,Eqritish,ar,"The Muqaddimah, Second Prefactory Discussion",http://www.muslimphilosophy.com/ik/Muqaddimah/Chapter1/Ch_1_02.htm,"Wikipedia (Arabic), كريت",https://ar.wikipedia.org/wiki/%D9%83%D8%B1%D9%8A%D8%AA,,,Mediaeval/Byzantine,vvitale,
Rhodos,590031,جزيرة ردوس,Giazira Rudus,ar,al-Idrisi (Bibliothèque Nationale de France),http://gallica.bnf.fr/ark:/12148/btv1b6000547t/f419,"Book of the Description of the Earth, (Istanbul, Topakapi Sarayi, ms. 6527)",,,,Mediaeval/Byzantine,vvitale,literal translation: Island of Rudus
Amorion,609302,عمورية,amuriya,ar,"The Muqaddimah, Second Prefactory Discussion",http://www.muslimphilosophy.com/ik/Muqaddimah/Chapter1/Ch_1_02.htm,"Wikipedia (Arabic), عمورية",https://ar.wikipedia.org/wiki/%D8%B9%D9%85%D9%88%D8%B1%D9%8A%D8%A9,,,"Mediaeval/Byzantine, Modern",vvitale,
Melitene,629040,ملاطية,Malatiya,ar,"Ibn Hauqal, Book of the Description of the Earth, (Istanbul, Topakapi Sarayi, ms. 6527)",,"Configuration de la Terre 1964, 188",http://www.worldcat.org/title/configuration-de-la-terre-kitab-surat-al-ard/oclc/3332947,,,Mediaeval/Byzantine,vvitale,
Attalea,638778,انطكية,Antakiya,ar,"Ibn Hauqal, Book of the Description of the Earth, (Istanbul, Topakapi Sarayi, ms. 6527)",,"Configuration de la Terre 1964, 59",http://www.worldcat.org/title/configuration-de-la-terre-kitab-surat-al-ard/oclc/3332947,,,Mediaeval/Byzantine,vvitale,
Adana,648548,اذنة,Adhana,ar,"Ibn Hauqal, Book of the Description of the Earth, (Istanbul, Topakapi Sarayi, ms. 6527)",,"Configuration de la Terre 1964, 188",http://www.worldcat.org/title/configuration-de-la-terre-kitab-surat-al-ard/oclc/3332947,,,Mediaeval/Byzantine,vvitale,
Adana,648548,اضنة,Adhana,ar,"Wikipedia (Arabic), أضنة",https://ar.wikipedia.org/wiki/%D8%A3%D8%B6%D9%86%D8%A9,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,,,modern,vvitale,
"Saros, fl.",648748,نهر سيحان,Nahr Saichan,ar,"The Muqaddimah, Second Prefactory Discussion",http://www.muslimphilosophy.com/ik/Muqaddimah/Chapter1/Ch_1_02.htm,,,,,,vvitale,
Tarsus,648789,طارسوس,Tarsus,ar,"Ibn Hauqal, Book of the Description of the Earth, (Istanbul, Topakapi Sarayi, ms. 6527)",,"Configuration de la Terre 1964, 188",http://www.worldcat.org/title/configuration-de-la-terre-kitab-surat-al-ard/oclc/3332947,"Wikipedia (Arabic), طرسوس",https://ar.wikipedia.org/wiki/%D8%B7%D8%B1%D8%B3%D9%88%D8%B3,Mediaeval/Byzantine,vvitale,
Anazarbus,658378,عين زربة,Ain Zarba,ar,"Ibn Hauqal, Book of the Description of the Earth, (Istanbul, Topakapi Sarayi, ms. 6527)",,"Configuration de la Terre 1964, 188",http://www.worldcat.org/title/configuration-de-la-terre-kitab-surat-al-ard/oclc/3332947,"Wikipedia (Arabic), عين_زربة",https://ar.wikipedia.org/wiki/%D8%B9%D9%8A%D9%86_%D8%B2%D8%B1%D8%A8%D8%A9,Mediaeval/Byzantine,vvitale,
Mopsuestia,658538,مصيصة,Masisa,ar,"The Muqaddimah, Second Prefactory Discussion",http://www.muslimphilosophy.com/ik/Muqaddimah/Chapter1/Ch_1_02.htm,"Kitab Futuh Al-buldan (Google Books), 255",https://books.google.co.uk/books?id=bcWtttJL3WEC&lpg=PA255&ots=88EQxqGAfb&dq=massisah&pg=PA255#v=onepage&q&f=false,,,,vvitale,
Samosata,658587,سميساط,Samisat,ar,"The Muqaddimah, Second Prefactory Discussion",http://www.muslimphilosophy.com/ik/Muqaddimah/Chapter1/Ch_1_02.htm,,,,,,vvitale,
Nicephorion,668318,الرقة,Ar-Raqa,ar,"The Muqaddimah, Second Prefactory Discussion",http://www.muslimphilosophy.com/ik/Muqaddimah/Chapter1/Ch_1_02.htm,"Wikipedia (Arabic), الرقة",https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%B1%D9%82%D8%A9,,,"Mediaeval/Byzantine, Modern",vvitale,
Nicephorion,668318,الرافضة ,Ar-Rafidha,ar,"The Muqaddimah, Second Prefactory Discussion",http://www.muslimphilosophy.com/ik/Muqaddimah/Chapter1/Ch_1_02.htm,"Wikipedia, Al Raqqah",https://en.wikipedia.org/wiki/Al-Raqqah,,,,vvitale,"According to Wikiepdia, ""Between 771 and 772, the Abbasid caliph al-Mansur built a garrison city about 200 metres to the west of al-Raqqah for a detachment of his Khorasanian Persian army. It was named al-Rāfiqah, ""the companion"". The strength of the Abbasid imperial military is still visible in the impressive city wall of al-Rāfiqah. Al-Raqqah and al-Rāfiqah merged into one urban complex, together larger than the former Umayyad capital Damascus."" They are still recorded as separate entities in the Muqaddimah "
Seleukeia,677992,سلوقية,Siluqiya,ar,"The Muqaddimah, Second Prefactory Discussion",http://www.muslimphilosophy.com/ik/Muqaddimah/Chapter1/Ch_1_02.htm,,,,,,vvitale,
Bairut,678060,بيروت,Bayrut,ar,"Ibn Hauqal, Book of the Description of the Earth, (Istanbul, Topakapi Sarayi, ms. 6527)",,"Configuration de la Terre 1964, 188",http://www.worldcat.org/title/configuration-de-la-terre-kitab-surat-al-ard/oclc/3332947,,,Mediaeval/Byzantine,vvitale,
"Cyprus, ins.",707498,قبرص,Qubras,ar,"The Muqaddimah, Second Prefactory Discussion",http://www.muslimphilosophy.com/ik/Muqaddimah/Chapter1/Ch_1_02.htm,"Book of Curiosities, Book 2 Chapter 10. Map of the Mediterranean",,,,Mediaeval/Byzantine,vvitale,
Alexandria,727070,الاسكندرية,Al-Iskandariya,ar,"The Muqaddimah, Second Prefactory Discussion",http://www.muslimphilosophy.com/ik/Muqaddimah/Chapter1/Ch_1_02.htm,,"Atlas dul al-alam al-kabir (Archive.org), 389",https://archive.org/stream/adakm/atlasda#page/n389/mode/1up,,"Mediaeval/Byzantine, Modern",vvitale,
Alexandria,727070,الإسكندرية,Al-Iskandariya,ar,"Wikipedia (Arabic), الإسكندرية",https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9,GeoNames: 361058,http://www.geonames.org/361058/alexandria.html,,,modern,vvitale,
Alexandria,727070, اسكندرية‎‎,Iskandariya,arz,"Wikipedia, Alexandria",https://en.wikipedia.org/wiki/Alexandria,GeoNames: 361058,http://www.geonames.org/361058/alexandria.html,,,modern,vvitale,
Pelusium,727192,الفرما,Al-Farama,ar,"Ibn Hauqal, Book of the Description of the Earth, (Istanbul, Topakapi Sarayi, ms. 6527)",,"Configuration de la Terre 1964, 188",http://www.worldcat.org/title/configuration-de-la-terre-kitab-surat-al-ard/oclc/3332947,"Wikipedia (Arabic), الفرما",https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%81%D8%B1%D9%85%D8%A7,Mediaeval/Byzantine,vvitale,
Thamiatis,727235,دمياط,Damiat,ar,"Ibn Hauqal, Book of the Description of the Earth, (Istanbul, Topakapi Sarayi, ms. 6527)",,"Configuration de la Terre 1964, 188",http://www.worldcat.org/title/configuration-de-la-terre-kitab-surat-al-ard/oclc/3332947,"Wikipedia (Arabic), دمياط",https://ar.wikipedia.org/wiki/%D8%AF%D9%85%D9%8A%D8%A7%D8%B7,Mediaeval/Byzantine,vvitale,
Amida,874298,امد,Amid,ar,"Ibn Hauqal, Book of the Description of the Earth, (Istanbul, Topakapi Sarayi, ms. 6527)",,"Configuration de la Terre 1964, 188",http://www.worldcat.org/title/configuration-de-la-terre-kitab-surat-al-ard/oclc/3332947,"Wikipedia (Arabic), آمد",https://ar.wikipedia.org/wiki/%D8%A2%D9%85%D8%AF,Mediaeval/Byzantine,vvitale,
Amida,874298,آمد,Amid,ar,"The Muqaddimah, Second Prefactory Discussion",http://www.muslimphilosophy.com/ik/Muqaddimah/Chapter1/Ch_1_02.htm,,,,,,vvitale,
Armenia,874350, بلاد الأرمن,Bilad al-Armin,ar,"The Muqaddimah, Second Prefactory Discussion",http://www.muslimphilosophy.com/ik/Muqaddimah/Chapter1/Ch_1_02.htm,,,,,Mediaeval/Byzantine,vvitale,
Armenia,874350,أرمينيا,Arminia,ar,"Wikipedia (Arabic), أرمينيا",https://ar.wikipedia.org/wiki/%D8%A3%D8%B1%D9%85%D9%8A%D9%86%D9%8A%D8%A7,,,,,Modern,vvitale,
Armenia,874350,Armīniya,,ar-Latn,"Encyclopedia of Islam, Armīniya",http://dx.doi.org/10.1163/1573-3912_islam_COM_0064,,,,,Modern,vvitale,
Autisparate,874373,قالقلة,Qaliqala,ar,"Ibn Hauqal, Book of the Description of the Earth, (Istanbul, Topakapi Sarayi, ms. 6527)",,"Configuration de la Terre 1964, 188",http://www.worldcat.org/title/configuration-de-la-terre-kitab-surat-al-ard/oclc/3332947,,,Mediaeval/Byzantine,vvitale,
Bitlis,874438,بدليس,Bidlis,ar,"Ibn Hauqal, Book of the Description of the Earth, (Istanbul, Topakapi Sarayi, ms. 6527)",,"Configuration de la Terre 1964, 188",http://www.worldcat.org/title/configuration-de-la-terre-kitab-surat-al-ard/oclc/3332947,,,Mediaeval/Byzantine,vvitale,
Mosul,874609,الموصل,Al-Musul,ar,"The Muqaddimah, Second Prefactory Discussion",http://www.muslimphilosophy.com/ik/Muqaddimah/Chapter1/Ch_1_02.htm,"Wikipedia (Arabic), الموصل",https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D9%88%D8%B5%D9%84,,,"Mediaeval/Byzantine, Modern",vvitale,
Nisibisi,874623,نصيبين,Nisibisin,ar,"The Muqaddimah, Second Prefactory Discussion",http://www.muslimphilosophy.com/ik/Muqaddimah/Chapter1/Ch_1_02.htm,,,,,,vvitale,
Caspium Mare,884130,بحر الخزر,Bachr al-Khazar,ar,"The Muqaddimah, Second Prefactory Discussion",http://www.muslimphilosophy.com/ik/Muqaddimah/Chapter1/Ch_1_02.htm,,,,,Mediaeval/Byzantine,vvitale,
Caspium Mare,884130,بحر قزوين,Bachr Qazuin,ar,"Wikipedia (Arabic), بحر_قزوين",https://ar.wikipedia.org/wiki/%D8%A8%D8%AD%D8%B1_%D9%82%D8%B2%D9%88%D9%8A%D9%86,,,,,Modern,vvitale,
Caspium Mare,884130,درياي خزر,Dryai Khazr,fa,"Ouseley 1800, 8",https://archive.org/stream/orientalgeograp00agoog#page/n58/mode/1up,,,,,,vvitale,
Baghdad,893952,بغداد,Baghdad,ar,"The Muqaddimah, Second Prefactory Discussion",http://www.muslimphilosophy.com/ik/Muqaddimah/Chapter1/Ch_1_02.htm,"Wikipedia (Arabic), بغداد",https://ar.wikipedia.org/wiki/%D8%A8%D8%BA%D8%AF%D8%A7%D8%AF,,,"Mediaeval/Byzantine, Modern",vvitale,
Samarra,894082, القادسية,Al-Qadisiya,ar,"The Muqaddimah, Second Prefactory Discussion",http://www.muslimphilosophy.com/ik/Muqaddimah/Chapter1/Ch_1_02.htm,"Wikipedia (Arabic), محافظة_القادسية",https://ar.wikipedia.org/wiki/%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9_%D8%A7%D9%84%D9%82%D8%A7%D8%AF%D8%B3%D9%8A%D8%A9,,,"Mediaeval/Byzantine, Modern",vvitale,
Takrit,894099,تكريت,Tikrit,ar,"The Muqaddimah, Second Prefactory Discussion",http://www.muslimphilosophy.com/ik/Muqaddimah/Chapter1/Ch_1_02.htm,"Wikipedia (Arabic), تكريت",https://ar.wikipedia.org/wiki/%D8%AA%D9%83%D8%B1%D9%8A%D8%AA,,,"Mediaeval/Byzantine, Modern",vvitale,
Qumm,903036,قم,Qum,ar,"The Muqaddimah, Second Prefactory Discussion",http://www.muslimphilosophy.com/ik/Muqaddimah/Chapter1/Ch_1_02.htm,"Wikipedia (Arabic), قم",https://ar.wikipedia.org/wiki/%D9%82%D9%85,,,"Mediaeval/Byzantine, Modern",vvitale,
Al Hira,912800,الحيرة,Al-Chira,ar,"The Muqaddimah, Second Prefactory Discussion",http://www.muslimphilosophy.com/ik/Muqaddimah/Chapter1/Ch_1_02.htm,"Wikipedia (Arabic), الحيرة",https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%AD%D9%8A%D8%B1%D8%A9,,,"Mediaeval/Byzantine, Modern",vvitale,
"Euphrates, fl.",912849,نهر الفرات,Nahr al-Frat,ar,"The Muqaddimah, Second Prefactory Discussion",http://www.muslimphilosophy.com/ik/Muqaddimah/Chapter1/Ch_1_02.htm,,,,,,vvitale,Literal translation: River al-Frat
"Tigris, fl.",912964,نهر دجلة,Nahr Digla,ar,"The Muqaddimah, Second Prefactory Discussion",http://www.muslimphilosophy.com/ik/Muqaddimah/Chapter1/Ch_1_02.htm,,,,,,vvitale,Literal translation: River Digla
Tabriz,430344981,تبريز,Tabriz,ar,"Wikipedia (Arabic), تبريز",https://ar.wikipedia.org/wiki/%D8%AA%D8%A8%D8%B1%D9%8A%D8%B2,"The Muqaddimah, Second Prefactory Discussion",http://www.muslimphilosophy.com/ik/Muqaddimah/Chapter1/Ch_1_02.htm,,,"Mediaeval/Byzantine, Modern",vvitale,
"Diyala, fl.",583407059,جلولاء,Galula,ar,"The Muqaddimah, Second Prefactory Discussion",http://www.muslimphilosophy.com/ik/Muqaddimah/Chapter1/Ch_1_02.htm,,,,,Mediaeval/Byzantine,vvitale,
"Diyala, fl.",583407059,نهر ديالى,Nahr Dyala,ar,"Wikipedia (Arabic), نهر_ديالى",https://ar.wikipedia.org/wiki/%D9%86%D9%87%D8%B1_%D8%AF%D9%8A%D8%A7%D9%84%D9%89,,,,,Modern,vvitale,
"Majorca, ins.",632227173,ميورقة,Mayurqa,ar,"The Muqaddimah, Second Prefactory Discussion",http://www.muslimphilosophy.com/ik/Muqaddimah/Chapter1/Ch_1_02.htm,,,,,Mediaeval/Byzantine,vvitale,
Venice,818739154,البنادقة,Al-Bunadiqiya,ar,"The Muqaddimah, Second Prefactory Discussion",http://www.muslimphilosophy.com/ik/Muqaddimah/Chapter1/Ch_1_02.htm,,,,,"Mediaeval/Byzantine, modern",vvitale,
Venice,818739154,البندقية,Al-Bunduqiya,ar,GeoNames: 3164603,http://www.geonames.org/3164603/venice.html,"Wikipedia (Arabic), البندقية",https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%A8%D9%86%D8%AF%D9%82%D9%8A%D8%A9,,,modern,vvitale,
Kashan,890432541,قاشان,Qashan,ar,"The Muqaddimah, Second Prefactory Discussion",http://www.muslimphilosophy.com/ik/Muqaddimah/Chapter1/Ch_1_02.htm,,,,,Mediaeval/Byzantine,vvitale,
Kashan,890432541,كاشان,Kashan,ar,"Wikipedia (Arabic), كاشان",https://ar.wikipedia.org/wiki/%D9%83%D8%A7%D8%B4%D8%A7%D9%86,,,,,Modern,vvitale,
Kashan,890432541,Kās̲h̲ān,,ar-Latn,"Encyclopedia of Islam, Kās̲h̲ān",http://dx.doi.org/10.1163/1573-3912_islam_SIM_3963,Historical Atlas of the Islamic World,,,,Modern,vvitale,
Sala,275696,الرباط,Ar-Rabat,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,Wikidata: Q3551,https://www.wikidata.org/wiki/Q3551,,,Modern,vvitale,
Aspadana,902990,إصفهان,Isfahan,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,,,,,Modern,vvitale,
Aspadana,902990,اصفهان,Esfahan,fa,GeoNames: 418863,http://www.geonames.org/418863/isfahan.html,Wikidata: Q42053,https://www.wikidata.org/wiki/Q42053,,,Modern,vvitale,
Shiraz,922706,شیراز,Shiraz,fa,Wikidata: Q6397066,https://www.wikidata.org/wiki/Q6397066,GeoNames: 115019,http://www.geonames.org/115019/shiraz.html,,,Modern,vvitale,
Siraf,29762,سیراف‎‎,Siraf,fa,Wikidata: Q1790789,https://www.wikidata.org/wiki/Q1790789,,,,,Modern,vvitale,
Siraf,29762,Sīrāf,,ar-Latn,Brill Encyclopedia of Islam: Sīrāf,http://dx.doi.org/10.1163/1573-3912_islam_SIM_7063,,,,,Modern,vvitale,
Kufa,912808,الكوفة,Al-Kufa,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,Wikidata: Q186234,https://www.wikidata.org/wiki/Q186234,GeoNames: 99135,http://www.geonames.org/99135/kufa.html,Modern,vvitale,
Nicephorium,668318, الرقة,Ar-Raqqa,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,Wikidata: Q283368,https://www.wikidata.org/wiki/Q283368,GeoNames: 172955,http://www.geonames.org/172955/ar-raqqah.html,Modern,vvitale,
Kufa,912808,al- Kūfa,,ar-Latn,Brill Encyclopedia of Islam: al- Kūfa,http://dx.doi.org/10.1163/1573-3912_islam_COM_0536,,,,,Modern,vvitale,
Nicephorium,668318,al-Raḳḳa,,ar-Latn,Brill Encyclopedia of Islam: al-Raḳḳa,http://dx.doi.org/10.1163/1573-3912_islam_COM_0907,,,,,Modern,vvitale,
Samosata,658587,سميساط,Samisat,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,,,,,Modern,vvitale,
Aleppo,658409,حلب,Chalib,fa,Wikidata: Q41183,https://www.wikidata.org/wiki/Q41183,GeoNames: 170063,http://www.geonames.org/170063/aleppo.html,,,Modern,vvitale,
Aleppo,658409,Ḥalab,,ar-Latn,Brill Encyclopedia of Islam: Ḥalab,http://dx.doi.org/10.1163/1573-3912_islam_SIM_2641,,,,,Modern,vvitale,
Germanikeia ,658474,مرعش,Mar'ash,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,Wikidata: Q134703,https://www.wikidata.org/wiki/Q134703,GeoNames: 310859,http://www.geonames.org/310859/kahramanmaras.html,Modern,vvitale,
Masqaṭ ,284472645,مسقط,Masqat,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,Wikidata: Q3826,https://www.wikidata.org/wiki/Q3826,,,Modern,vvitale,
Masqaṭ ,284472645,Masḳaṭ,,ar-Latn,Brill Encyclopedia of Islam: Masḳaṭ,http://dx.doi.org/10.1163/1573-3912_islam_COM_0700,,,,,Modern,vvitale,
Syene,786123,أسوان,Asuan,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,Wikidata: Q29888,https://www.wikidata.org/wiki/Q29888,,,Modern,vvitale,
Babylon,727082,القاهرة,Al-Qahira,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,Wikidata: Q85,https://www.wikidata.org/wiki/Q85,,,Modern,vvitale,
Babylon,727082,الفسطاط,Al-Fustat,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,,,,,Modern,vvitale,
Shad Shapur ,884204,قزوين,Qazuin,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,Wikidata: Q181578,https://www.wikidata.org/wiki/Q181578,,,Modern,vvitale,
Shad Shapur ,884204,Ḳazwīn,,ar-Latn,Brill Encyclopedia of Islam: Ḳazwīn,http://dx.doi.org/10.1163/1573-3912_islam_COM_0478,,,,,Modern,vvitale,
Ctesiphon,893976,al- Madāʾin,,ar-Latn,Brill Encyclopedia of Islam: al- Madāʾin,http://dx.doi.org/10.1163/1573-3912_islam_SIM_4725,,,,,Modern,vvitale,
Ctesiphon,893976,المدائن ,Al-Madain,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,Wikidata: Q1378794,https://www.wikidata.org/wiki/Q1378794,,,Modern,vvitale,
Hamadan,903021,همدان,Hamadan,fa,Wikidata: Q28587,https://www.wikidata.org/wiki/Q28587,,,,,Modern,vvitale,
Krokodilopolis,736948,الفيوم,Al-Fayium,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,Wikidata: Q203299,https://www.wikidata.org/wiki/Q203299,GeoNames: 361320,http://www.geonames.org/361320/al-fayyum.html,Modern,vvitale,
Krokodilopolis,736948,بيت التمساح,Bait at-Tamsach,ar,"Wikipedia, ""الفيوم (مدينة)""",https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%81%D9%8A%D9%88%D9%85_(%D9%85%D8%AF%D9%8A%D9%86%D8%A9),,,,,Modern,"gbodard, vvitale",
